site_key,sv_num,seq_abund,class,order,family,genus,taxon,site_name,region,yr_since,yr_rank,field_type
6,sv_23,1.1428571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_25,5.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FLC1,FL,0,1,corn
6,sv_26,8.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC1,FL,0,1,corn
6,sv_27,1.7142857142857142,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FLC1,FL,0,1,corn
6,sv_28,1.8571428571428572,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_29,2,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_31,9.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_32,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FLC1,FL,0,1,corn
6,sv_33,19.714285714285715,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G8,FLC1,FL,0,1,corn
6,sv_34,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,FLC1,FL,0,1,corn
6,sv_36,2.2857142857142856,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FLC1,FL,0,1,corn
6,sv_37,2,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FLC1,FL,0,1,corn
6,sv_40,6.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_41,2.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FLC1,FL,0,1,corn
6,sv_43,8.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_44,30.857142857142858,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_45,3.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC1,FL,0,1,corn
6,sv_46,28.571428571428573,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC1,FL,0,1,corn
6,sv_47,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_50,1.4285714285714286,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus acnaGlo7,FLC1,FL,0,1,corn
6,sv_51,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FLC1,FL,0,1,corn
6,sv_52,1.8571428571428572,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus acnaGlo2,FLC1,FL,0,1,corn
6,sv_53,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_54,160.42857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLC1,FL,0,1,corn
6,sv_55,20.571428571428573,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC1,FL,0,1,corn
6,sv_56,2.4285714285714284,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_60,82.14285714285714,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_63,10,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_64,3.7142857142857144,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,FLC1,FL,0,1,corn
6,sv_65,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLC1,FL,0,1,corn
6,sv_66,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_68,18.714285714285715,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_69,11.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FLC1,FL,0,1,corn
6,sv_74,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC1,FL,0,1,corn
6,sv_78,10.142857142857142,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_80,25.571428571428573,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,FLC1,FL,0,1,corn
6,sv_82,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_86,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_90,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_91,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC1,FL,0,1,corn
6,sv_99,4.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G8,FLC1,FL,0,1,corn
6,sv_101,12.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_105,7.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FLC1,FL,0,1,corn
6,sv_106,2.4285714285714284,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,FLC1,FL,0,1,corn
6,sv_107,1.7142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC1,FL,0,1,corn
6,sv_109,9,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,FLC1,FL,0,1,corn
6,sv_110,2,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo2,FLC1,FL,0,1,corn
6,sv_111,4,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_112,6.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G17,FLC1,FL,0,1,corn
6,sv_114,2.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,FLC1,FL,0,1,corn
6,sv_115,3.142857142857143,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FLC1,FL,0,1,corn
6,sv_118,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_119,0.2857142857142857,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FLC1,FL,0,1,corn
6,sv_124,5.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_135,2.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,FLC1,FL,0,1,corn
6,sv_136,4.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_137,2.7142857142857144,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_144,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G17,FLC1,FL,0,1,corn
6,sv_149,3.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_150,1.8571428571428572,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo3b,FLC1,FL,0,1,corn
6,sv_152,1.7142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FLC1,FL,0,1,corn
6,sv_154,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_156,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,FLC1,FL,0,1,corn
6,sv_157,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FLC1,FL,0,1,corn
6,sv_158,2.857142857142857,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC1,FL,0,1,corn
6,sv_159,12.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G8,FLC1,FL,0,1,corn
6,sv_162,6.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_170,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G17,FLC1,FL,0,1,corn
6,sv_182,3,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_189,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,FLC1,FL,0,1,corn
6,sv_193,3.857142857142857,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_201,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo3b,FLC1,FL,0,1,corn
6,sv_203,13.142857142857142,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_205,17,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FLC1,FL,0,1,corn
6,sv_206,3,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC1,FL,0,1,corn
6,sv_207,6.142857142857143,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_209,2.5714285714285716,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_210,8.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC1,FL,0,1,corn
6,sv_211,1.2857142857142858,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC1,FL,0,1,corn
6,sv_224,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_232,11.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_235,31.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC1,FL,0,1,corn
6,sv_237,0.7142857142857143,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus IS-Pg1,FLC1,FL,0,1,corn
6,sv_250,4.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,FLC1,FL,0,1,corn
6,sv_260,3.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC1,FL,0,1,corn
6,sv_263,2.142857142857143,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC1,FL,0,1,corn
6,sv_272,3.4285714285714284,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo59,FLC1,FL,0,1,corn
6,sv_288,8.857142857142858,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_308,0.42857142857142855,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,FLC1,FL,0,1,corn
6,sv_320,0.42857142857142855,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC1,FL,0,1,corn
6,sv_321,7,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC1,FL,0,1,corn
6,sv_325,16.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC1,FL,0,1,corn
6,sv_328,2.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC1,FL,0,1,corn
6,sv_331,2,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G8,FLC1,FL,0,1,corn
6,sv_343,16.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,FLC1,FL,0,1,corn
6,sv_344,14.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC1,FL,0,1,corn
6,sv_354,14.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC1,FL,0,1,corn
6,sv_357,0.5714285714285714,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,Scutellospora castanea,FLC1,FL,0,1,corn
6,sv_378,4.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G8,FLC1,FL,0,1,corn
6,sv_383,1.4285714285714286,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC1,FL,0,1,corn
6,sv_438,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_457,8.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus ORVIN GLO3E,FLC1,FL,0,1,corn
6,sv_460,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FLC1,FL,0,1,corn
6,sv_484,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_559,0.8571428571428571,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC1,FL,0,1,corn
6,sv_630,2,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FLC1,FL,0,1,corn
6,sv_646,0.5714285714285714,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC1,FL,0,1,corn
6,sv_648,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus ORVIN GLO3D,FLC1,FL,0,1,corn
6,sv_656,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo8,FLC1,FL,0,1,corn
6,sv_725,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_737,2,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC1,FL,0,1,corn
6,sv_748,0.42857142857142855,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FLC1,FL,0,1,corn
6,sv_763,0.8571428571428571,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus acnaGlo7,FLC1,FL,0,1,corn
6,sv_780,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLC1,FL,0,1,corn
6,sv_821,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,FLC1,FL,0,1,corn
6,sv_834,0.14285714285714285,Glomeromycetes,Diversisporales,Acaulosporaceae,Acaulospora,Acaulospora MO-A5,FLC1,FL,0,1,corn
7,sv_3,23.571428571428573,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC2,FL,0,1,corn
7,sv_4,48.142857142857146,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FLC2,FL,0,1,corn
7,sv_5,106.57142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_6,15.285714285714286,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FLC2,FL,0,1,corn
7,sv_7,9.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC2,FL,0,1,corn
7,sv_16,18.428571428571427,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC2,FL,0,1,corn
7,sv_17,11,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo59,FLC2,FL,0,1,corn
7,sv_18,0.7142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,FLC2,FL,0,1,corn
7,sv_21,5.142857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC2,FL,0,1,corn
7,sv_23,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_25,2.5714285714285716,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FLC2,FL,0,1,corn
7,sv_29,58.142857142857146,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_30,21.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FLC2,FL,0,1,corn
7,sv_32,13.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FLC2,FL,0,1,corn
7,sv_33,3.4285714285714284,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G8,FLC2,FL,0,1,corn
7,sv_37,2,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FLC2,FL,0,1,corn
7,sv_44,1.4285714285714286,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC2,FL,0,1,corn
7,sv_45,117,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC2,FL,0,1,corn
7,sv_51,11.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FLC2,FL,0,1,corn
7,sv_53,4,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_54,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLC2,FL,0,1,corn
7,sv_59,1.7142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC2,FL,0,1,corn
7,sv_60,33.142857142857146,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC2,FL,0,1,corn
7,sv_61,4,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_68,11.428571428571429,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC2,FL,0,1,corn
7,sv_69,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G22,FLC2,FL,0,1,corn
7,sv_70,1.2857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLC2,FL,0,1,corn
7,sv_72,0.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_75,4,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLC2,FL,0,1,corn
7,sv_78,19.714285714285715,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC2,FL,0,1,corn
7,sv_80,36.714285714285715,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,FLC2,FL,0,1,corn
7,sv_85,8.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC2,FL,0,1,corn
7,sv_86,62,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_88,43,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC2,FL,0,1,corn
7,sv_90,57.857142857142854,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_91,54.42857142857143,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLC2,FL,0,1,corn
7,sv_92,1,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,FLC2,FL,0,1,corn
7,sv_93,6.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_95,58.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_96,1.1428571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,FLC2,FL,0,1,corn
7,sv_109,23,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,FLC2,FL,0,1,corn
7,sv_110,6,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo2,FLC2,FL,0,1,corn
7,sv_112,15.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G17,FLC2,FL,0,1,corn
7,sv_126,2.5714285714285716,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FLC2,FL,0,1,corn
7,sv_136,14.857142857142858,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_139,4.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FLC2,FL,0,1,corn
7,sv_142,1.7142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLC2,FL,0,1,corn
7,sv_143,35,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G17,FLC2,FL,0,1,corn
7,sv_150,1,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo3b,FLC2,FL,0,1,corn
7,sv_155,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G27,FLC2,FL,0,1,corn
7,sv_156,8.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Torrecillas12b Glo G13,FLC2,FL,0,1,corn
7,sv_160,1.4285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo8,FLC2,FL,0,1,corn
7,sv_162,31.571428571428573,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_170,35.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G17,FLC2,FL,0,1,corn
7,sv_171,10,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FLC2,FL,0,1,corn
7,sv_181,2.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLC2,FL,0,1,corn
7,sv_182,4.857142857142857,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLC2,FL,0,1,corn
7,sv_196,6.571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo2,FLC2,FL,0,1,corn
7,sv_200,20.285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Porras-Alfaro03 OTU1,FLC2,FL,0,1,corn
7,sv_237,2.4285714285714284,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus IS-Pg1,FLC2,FL,0,1,corn
7,sv_242,15.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Yamato09 A2,FLC2,FL,0,1,corn
7,sv_263,0.7142857142857143,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,NA,FLC2,FL,0,1,corn
7,sv_308,4.571428571428571,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,FLC2,FL,0,1,corn
7,sv_311,9.714285714285714,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,Paraglomus Pa 1,FLC2,FL,0,1,corn
7,sv_414,1.7142857142857142,Glomeromycetes,Diversisporales,Gigasporaceae,Scutellospora,NA,FLC2,FL,0,1,corn
7,sv_427,3.857142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU16,FLC2,FL,0,1,corn
7,sv_428,4.285714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FLC2,FL,0,1,corn
7,sv_462,11.857142857142858,Glomeromycetes,Diversisporales,Diversisporaceae,Diversispora,Diversispora MO-GC1,FLC2,FL,0,1,corn
7,sv_480,3.5714285714285716,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus ORVIN GLO3D,FLC2,FL,0,1,corn
7,sv_514,0.8571428571428571,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_718,1.1428571428571428,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus ORVIN GLO3D,FLC2,FL,0,1,corn
7,sv_772,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLC2,FL,0,1,corn
7,sv_807,0.14285714285714285,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Wirsel OTU4,FLC2,FL,0,1,corn
8,sv_1,55.142857142857146,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,FLREM1,FL,50,16,remnant
8,sv_2,86.85714285714286,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G15,FLREM1,FL,50,16,remnant
8,sv_3,8.571428571428571,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA,FLREM1,FL,50,16,remnant
8,sv_4,48.57142857142857,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Whitfield type 17,FLREM1,FL,50,16,remnant
8,sv_5,5,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLREM1,FL,50,16,remnant
8,sv_6,41.857142857142854,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,NA,FLREM1,FL,50,16,remnant
8,sv_7,24,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G23,FLREM1,FL,50,16,remnant
8,sv_8,10.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLREM1,FL,50,16,remnant
8,sv_9,1.5714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Glo7,FLREM1,FL,50,16,remnant
8,sv_10,21.714285714285715,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Douhan9,FLREM1,FL,50,16,remnant
8,sv_11,56,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLREM1,FL,50,16,remnant
8,sv_12,10.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus MO-G18,FLREM1,FL,50,16,remnant
8,sv_13,19.142857142857142,Glomeromycetes,Glomerales,Glomeraceae,Glomus,NA,FLREM1,FL,50,16,remnant
8,sv_14,14.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus sp.,FLREM1,FL,50,16,remnant
8,sv_15,12.428571428571429,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLREM1,FL,50,16,remnant
8,sv_16,3.2857142857142856,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus viscosum,FLREM1,FL,50,16,remnant
8,sv_17,7.571428571428571,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,Claroideoglomus Glo59,FLREM1,FL,50,16,remnant
8,sv_18,8.714285714285714,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus Douhan3,FLREM1,FL,50,16,remnant
