site_key,otu_num,seq_abund,kingdom,phylum,class,order,family,genus,species,taxon,taxon_level,trophic_mode,guild,growth_morphology,confidence,site_name,region,site_type,yr_since,yr_rank,field_type
8,otu_1430,0.5,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Phlyctochytrium,Phlyctochytrium_africanum,Phlyctochytrium,13,Pathotroph,Plant Pathogen,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1444,1.25,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,NA,Fusarium,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Microfungus,Possible,FLREM1,FL,remnant,50,16,remnant
8,otu_1450,8.5,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA,Hyaloscyphaceae,9,Saprotroph,Plant Saprotroph-Wood Saprotroph,Microfungus,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1452,4.375,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_strigosellum,Trichoderma,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Epiphyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1454,28.625,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,unidentified,Staphylotrichum,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1459,0.125,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium_primulinum,Lecanicillium,13,Pathotroph,Animal Pathogen,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1468,1.375,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria_sclerotioides,Leptosphaeria,13,Pathotroph,Plant Pathogen,Microfungus,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1474,0.25,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Haptocillium,Haptocillium_sinense,Haptocillium,13,Pathotroph,Animal Pathogen,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1481,3.5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cladorrhinum,Cladorrhinum_phialophoroides,Lasiosphaeriaceae,9,Saprotroph,Undefined Saprotroph,Microfungus,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1483,0.125,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,unidentified,Hyphodontia,13,Saprotroph,Undefined Saprotroph,Corticioid,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1484,102,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_vinaceobrunnea,Inocybe,13,Symbiotroph,Ectomycorrhizal,Agaricoid,Highly Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1489,1.875,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago_nunavutica,Ustilago,13,Pathotroph,Plant Pathogen,Facultative Yeast-Smut,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1490,8.75,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_rosea,Clavaria,13,Saprotroph,Undefined Saprotroph,Clavarioid,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1498,43.625,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella,Psathyrella_subsingeri,Psathyrella,13,Saprotroph,Wood Saprotroph,Agaricoid,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1508,0.625,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Heteroconium,unidentified,Heteroconium,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1511,1.375,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,NA,Nigrospora,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1516,1.5,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_californica,Clavaria,13,Saprotroph,Undefined Saprotroph,Clavarioid,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1517,0.25,Fungi,Glomeromycota,NA,NA,NA,NA,NA,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,NULL,Highly Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1524,4.125,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophoma,Setophoma_terrestris,Phaeosphaeriaceae,9,Pathotroph-Saprotroph,Fungal Parasite-Plant Pathogen-Plant Saprotroph,Microfungus,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1527,2.25,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_discoidea,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,Possible,FLREM1,FL,remnant,50,16,remnant
8,otu_1536,1.25,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,Xylodon_hyphodontinus,Xylodon,13,Saprotroph,Undefined Saprotroph,Corticioid,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1541,4.625,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,NA,Metarhizium,13,Pathotroph,Animal Pathogen,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1542,1,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,Glomeraceae,9,Symbiotroph,Arbuscular Mycorrhizal,Microfungus,Highly Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1554,0.5,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Mrakia,NA,Mrakia,13,Saprotroph,Soil Saprotroph-Undefined Saprotroph,Yeast,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1555,1.375,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,NA,NA,Nectriaceae,9,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph,Microfungus,Possible,FLREM1,FL,remnant,50,16,remnant
8,otu_1564,0.375,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,unidentified,Rhizophlyctis,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1571,0.125,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Fusidium,unidentified,Fusidium,13,Saprotroph,Undefined Saprotroph,NULL,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1581,0.25,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_badia,Tomentella,13,Symbiotroph,Ectomycorrhizal,Corticioid,Highly Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1589,0.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,Dictyosporium,Dictyosporium_elegans,Dictyosporium,13,Saprotroph,Undefined Saprotroph,Microfungus,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1594,1,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_canina,Coniochaeta,13,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph,Microfungus,Possible,FLREM1,FL,remnant,50,16,remnant
8,otu_1599,0.25,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,Highly Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1601,0.375,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus_rugulosus,Phallus,13,Saprotroph,Litter Saprotroph-Soil Saprotroph-Wood Saprotroph,Phalloid,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1614,9.625,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,NA,NA,Melanommataceae,9,Saprotroph,Wood Saprotroph,Microfungus,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1628,0.75,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,Glomus_compressum,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,Highly Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1632,0.25,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,Microfungus,Probable,FLREM1,FL,remnant,50,16,remnant
8,otu_1644,1.375,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Tausonia,Tausonia_pullulans,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1645,108,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1646,6.5,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,Humicola_grisea,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1647,3.375,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1648,110,Fungi,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1649,3.375,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1650,25.375,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1651,11.375,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1652,184.625,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1654,8.375,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1657,2.25,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1658,2.875,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1659,13.125,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1660,1.375,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1661,7.5,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1662,0.125,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Fusariella,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1663,4.125,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1664,28.75,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Minimedusa,Minimedusa_polyspora,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1665,0.75,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1667,113.625,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1669,1.375,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1670,14.5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1672,3,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1676,2.75,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,Clohesyomyces,Clohesyomyces_aquaticus,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1677,12.875,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1678,0.75,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1679,2.125,Fungi,Ascomycota,Eurotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1682,10.125,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1685,7.375,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Achroiostachys,Achroiostachys_betulicola,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1686,0.125,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1687,0.625,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_cinctum,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1689,2.875,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1691,10.125,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1693,3,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1694,2.125,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1695,27.875,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Pleurophragmium,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1696,0.625,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1697,9.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lindgomycetaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1698,6.625,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1700,1.75,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1701,5.75,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1703,1.5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1704,1.875,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1708,4,Fungi,Ascomycota,Sordariomycetes,Xylariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1709,4.625,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1711,4.875,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1712,1.5,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1714,0.375,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1717,2.625,Fungi,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1720,5.25,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1721,49.25,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1724,2.25,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striatibotrys,Striatibotrys_eucylindrospora,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1727,1,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1731,6.875,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Pteridiospora,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1732,1.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1734,0.125,Fungi,Ascomycota,Dothideomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1738,6.75,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1739,0.25,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1741,28.75,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1742,4.25,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1744,0.375,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1747,7.875,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1749,1.25,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1759,0.5,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1760,1.5,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1761,0.875,Fungi,Ascomycota,Eurotiomycetes,unidentified,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1765,1.125,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1766,7.25,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1772,4.375,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1773,3.5,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1776,1.625,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1777,2.375,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1778,0.125,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1781,4.75,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1785,0.5,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1786,0.375,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Pleurophragmium,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1787,2.75,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1788,0.5,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1789,2.625,Fungi,Ascomycota,Eurotiomycetes,Onygenales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1804,0.25,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1805,1.125,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,Striaticonidium_brachysporum,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1807,6.875,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1808,3.875,Fungi,Ascomycota,Eurotiomycetes,Onygenales,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1814,1.375,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1824,8.75,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1827,1.125,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces_occidentalis,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1832,0.25,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1838,1.125,Fungi,Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1842,0.25,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1848,0.5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1851,0.5,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1863,0.375,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1867,0.125,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1870,0.375,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1871,1.125,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1875,3.375,Fungi,Ascomycota,Sordariomycetes,Branch06,unidentified,unidentified,unidentified,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1882,0.875,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenales_fam_Incertae_sedis,Chrysosporium,Chrysosporium_pseudomerdarium,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1891,0.5,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1900,2.375,ssigned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
8,otu_1901,0.25,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLREM1,FL,remnant,50,16,remnant
